"","station_id","stationname","date","daytype","rides","yearNumber"
"511015",40890,"O'Hare Airport","12/01/2003","W",10883,"2003"
"511500",40890,"O'Hare Airport","08/25/2013","U",10122,"2013"
"511599",40890,"O'Hare Airport","11/18/2002","W",8195,"2002"
"511659",40890,"O'Hare Airport","06/05/2006","W",10365,"2006"
"511726",40890,"O'Hare Airport","06/25/2002","W",8115,"2002"
"511747",40890,"O'Hare Airport","08/30/2010","W",9364,"2010"
"511752",40890,"O'Hare Airport","03/15/2003","A",6706,"2003"
"511939",40890,"O'Hare Airport","05/01/2001","W",7804,"2001"
"512037",40890,"O'Hare Airport","07/05/2001","W",8912,"2001"
"512312",40890,"O'Hare Airport","05/09/2012","W",9610,"2012"
"512322",40890,"O'Hare Airport","06/20/2001","W",8848,"2001"
"512354",40890,"O'Hare Airport","07/01/2014","W",10918,"2014"
"513104",40890,"O'Hare Airport","04/17/2012","W",8738,"2012"
"513271",40890,"O'Hare Airport","03/14/2009","A",6688,"2009"
"513639",40890,"O'Hare Airport","07/13/2013","A",9555,"2013"
"513730",40890,"O'Hare Airport","02/05/2017","U",8153,"2017"
"513755",40890,"O'Hare Airport","01/27/2003","W",7474,"2003"
"513975",40890,"O'Hare Airport","08/25/2010","W",8796,"2010"
"514038",40890,"O'Hare Airport","06/18/2015","W",12389,"2015"
"514069",40890,"O'Hare Airport","11/03/2007","A",6313,"2007"
"514305",40890,"O'Hare Airport","11/27/2001","W",7413,"2001"
"514908",40890,"O'Hare Airport","10/07/2012","U",11468,"2012"
"515519",40890,"O'Hare Airport","03/06/2009","W",8505,"2009"
"515579",40890,"O'Hare Airport","04/28/2009","W",7655,"2009"
"515636",40890,"O'Hare Airport","10/19/2017","W",13674,"2017"
"515842",40890,"O'Hare Airport","01/02/2017","U",9748,"2017"
"516232",40890,"O'Hare Airport","10/11/2017","W",11070,"2017"
"516343",40890,"O'Hare Airport","10/03/2003","W",9576,"2003"
"516441",40890,"O'Hare Airport","10/11/2008","A",8563,"2008"
"516604",40890,"O'Hare Airport","01/09/2003","W",7258,"2003"
"516814",40890,"O'Hare Airport","08/23/2013","W",11989,"2013"
"517165",40890,"O'Hare Airport","06/27/2008","W",11012,"2008"
"517372",40890,"O'Hare Airport","02/12/2005","A",5967,"2005"
"517408",40890,"O'Hare Airport","11/25/2009","W",9104,"2009"
"517605",40890,"O'Hare Airport","01/04/2002","W",6939,"2002"
"517682",40890,"O'Hare Airport","03/17/2009","W",7416,"2009"
"517826",40890,"O'Hare Airport","10/18/2012","W",12191,"2012"
"517925",40890,"O'Hare Airport","08/14/2008","W",9960,"2008"
"517943",40890,"O'Hare Airport","05/02/2003","W",8916,"2003"
"517949",40890,"O'Hare Airport","05/21/2008","W",9311,"2008"
"517955",40890,"O'Hare Airport","08/16/2017","W",12194,"2017"
"518192",40890,"O'Hare Airport","08/21/2017","W",11779,"2017"
"518229",40890,"O'Hare Airport","12/05/2013","W",9207,"2013"
"518241",40890,"O'Hare Airport","05/07/2013","W",9177,"2013"
"518643",40890,"O'Hare Airport","03/08/2017","W",9156,"2017"
"518828",40890,"O'Hare Airport","05/04/2007","W",10551,"2007"
"519119",40890,"O'Hare Airport","11/16/2003","U",6623,"2003"
"519596",40890,"O'Hare Airport","12/13/2013","W",9942,"2013"
"519652",40890,"O'Hare Airport","12/13/2004","W",8748,"2004"
"519812",40890,"O'Hare Airport","07/26/2012","W",11142,"2012"
"519814",40890,"O'Hare Airport","04/02/2014","W",8979,"2014"
"519900",40890,"O'Hare Airport","01/21/2016","W",9346,"2016"
"520093",40890,"O'Hare Airport","05/08/2014","W",10536,"2014"
"520102",40890,"O'Hare Airport","07/29/2007","U",8663,"2007"
"520142",40890,"O'Hare Airport","12/05/2005","W",8734,"2005"
"520452",40890,"O'Hare Airport","03/05/2016","A",8170,"2016"
"520486",40890,"O'Hare Airport","08/24/2014","U",9990,"2014"
"520498",40890,"O'Hare Airport","01/15/2012","U",6951,"2012"
"520636",40890,"O'Hare Airport","08/26/2012","U",9652,"2012"
"520752",40890,"O'Hare Airport","07/19/2011","W",10048,"2011"
"521142",40890,"O'Hare Airport","11/13/2013","W",9221,"2013"
"521344",40890,"O'Hare Airport","03/20/2013","W",8487,"2013"
"521555",40890,"O'Hare Airport","02/10/2003","W",7315,"2003"
"521697",40890,"O'Hare Airport","06/18/2010","W",9703,"2010"
"522333",40890,"O'Hare Airport","08/15/2017","W",11613,"2017"
"522831",40890,"O'Hare Airport","10/01/2017","U",11391,"2017"
"522966",40890,"O'Hare Airport","07/06/2017","W",12432,"2017"
"523239",40890,"O'Hare Airport","11/30/2013","A",10861,"2013"
"523619",40890,"O'Hare Airport","09/14/2006","W",10435,"2006"
"523742",40890,"O'Hare Airport","09/01/2016","W",12368,"2016"
"523876",40890,"O'Hare Airport","02/23/2007","W",9812,"2007"
"524034",40890,"O'Hare Airport","04/06/2010","W",7583,"2010"
"524316",40890,"O'Hare Airport","11/13/2002","W",7524,"2002"
"524505",40890,"O'Hare Airport","10/19/2001","W",9013,"2001"
"524532",40890,"O'Hare Airport","10/05/2004","W",7975,"2004"
"524551",40890,"O'Hare Airport","08/13/2016","A",10391,"2016"
"524577",40890,"O'Hare Airport","10/25/2015","U",11626,"2015"
"524611",40890,"O'Hare Airport","11/18/2005","W",10566,"2005"
"524862",40890,"O'Hare Airport","02/14/2008","W",7944,"2008"
"524899",40890,"O'Hare Airport","05/18/2015","W",12875,"2015"
"524916",40890,"O'Hare Airport","07/08/2007","U",9291,"2007"
"524969",40890,"O'Hare Airport","07/09/2001","W",10493,"2001"
"525301",40890,"O'Hare Airport","05/15/2007","W",8714,"2007"
"525331",40890,"O'Hare Airport","09/21/2014","U",10081,"2014"
"525351",40890,"O'Hare Airport","09/10/2017","U",10818,"2017"
"525358",40890,"O'Hare Airport","06/22/2009","W",9506,"2009"
"525360",40890,"O'Hare Airport","06/01/2004","W",10642,"2004"
"525408",40890,"O'Hare Airport","03/19/2004","W",9350,"2004"
"525485",40890,"O'Hare Airport","06/14/2016","W",11209,"2016"
"525507",40890,"O'Hare Airport","05/25/2013","A",8786,"2013"
"525522",40890,"O'Hare Airport","03/06/2004","A",6275,"2004"
"525614",40890,"O'Hare Airport","07/14/2003","W",9294,"2003"
"525817",40890,"O'Hare Airport","02/07/2005","W",8365,"2005"
"525892",40890,"O'Hare Airport","05/14/2001","W",9077,"2001"
"526114",40890,"O'Hare Airport","10/28/2013","W",10259,"2013"
"526409",40890,"O'Hare Airport","06/15/2008","U",7576,"2008"
"526423",40890,"O'Hare Airport","12/04/2010","A",6634,"2010"
"526517",40890,"O'Hare Airport","08/30/2005","W",8430,"2005"
"526779",40890,"O'Hare Airport","05/02/2002","W",7619,"2002"
"526930",40890,"O'Hare Airport","05/02/2012","W",9047,"2012"
"526988",40890,"O'Hare Airport","01/13/2009","W",6948,"2009"
"527021",40890,"O'Hare Airport","01/11/2015","U",7608,"2015"
"527101",40890,"O'Hare Airport","09/09/2014","W",9074,"2014"
"527128",40890,"O'Hare Airport","06/13/2006","W",9856,"2006"
"527265",40890,"O'Hare Airport","09/22/2013","U",10180,"2013"
"527512",40890,"O'Hare Airport","01/13/2004","W",6754,"2004"
"527669",40890,"O'Hare Airport","08/06/2010","W",14082,"2010"
"527789",40890,"O'Hare Airport","03/13/2012","W",8496,"2012"
"527807",40890,"O'Hare Airport","11/20/2014","W",10344,"2014"
"527858",40890,"O'Hare Airport","12/21/2005","W",7994,"2005"
"527881",40890,"O'Hare Airport","02/24/2013","U",7340,"2013"
"527895",40890,"O'Hare Airport","02/01/2010","W",7383,"2010"
"527922",40890,"O'Hare Airport","09/04/2003","W",8485,"2003"
"528122",40890,"O'Hare Airport","05/25/2001","W",10334,"2001"
"528134",40890,"O'Hare Airport","05/20/2011","W",11733,"2011"
"528398",40890,"O'Hare Airport","09/16/2012","U",9818,"2012"
"528906",40890,"O'Hare Airport","12/14/2009","W",8076,"2009"
"529196",40890,"O'Hare Airport","07/05/2008","A",7383,"2008"
"529490",40890,"O'Hare Airport","12/16/2008","W",8954,"2008"
"529639",40890,"O'Hare Airport","04/08/2017","A",8247,"2017"
"529674",40890,"O'Hare Airport","01/27/2002","U",5721,"2002"
"529681",40890,"O'Hare Airport","05/01/2014","W",11096,"2014"
"529731",40890,"O'Hare Airport","02/08/2015","U",7705,"2015"
"529808",40890,"O'Hare Airport","12/21/2008","U",6313,"2008"
"529861",40890,"O'Hare Airport","07/25/2013","W",11114,"2013"
"529924",40890,"O'Hare Airport","05/28/2006","U",7703,"2006"
"529952",40890,"O'Hare Airport","09/07/2004","W",10750,"2004"
"529980",40890,"O'Hare Airport","02/05/2009","W",6963,"2009"
"530064",40890,"O'Hare Airport","01/11/2010","W",7432,"2010"
"530313",40890,"O'Hare Airport","11/30/2008","U",10564,"2008"
"530741",40890,"O'Hare Airport","05/31/2017","W",11104,"2017"
"530911",40890,"O'Hare Airport","03/06/2017","W",10074,"2017"
"530919",40890,"O'Hare Airport","08/22/2011","W",10680,"2011"
"531210",40890,"O'Hare Airport","12/31/2010","W",7543,"2010"
"531253",40890,"O'Hare Airport","06/03/2013","W",10892,"2013"
"531308",40890,"O'Hare Airport","09/03/2016","A",11534,"2016"
"531470",40890,"O'Hare Airport","03/31/2001","A",6160,"2001"
"531698",40890,"O'Hare Airport","12/07/2013","A",7062,"2013"
"531802",40890,"O'Hare Airport","11/11/2013","W",10045,"2013"
"532192",40890,"O'Hare Airport","04/17/2007","W",8706,"2007"
"532282",40890,"O'Hare Airport","01/04/2014","A",7553,"2014"
"532528",40890,"O'Hare Airport","04/17/2006","W",10452,"2006"
"532828",40890,"O'Hare Airport","02/08/2007","W",8071,"2007"
"532869",40890,"O'Hare Airport","09/08/2001","A",7965,"2001"
"532946",40890,"O'Hare Airport","12/14/2002","A",5985,"2002"
"533112",40890,"O'Hare Airport","01/16/2013","W",7431,"2013"
"533228",40890,"O'Hare Airport","07/01/2017","A",11022,"2017"
"533404",40890,"O'Hare Airport","01/20/2003","W",8149,"2003"
"533534",40890,"O'Hare Airport","09/19/2017","W",10391,"2017"
"533556",40890,"O'Hare Airport","01/21/2010","W",7024,"2010"
"533564",40890,"O'Hare Airport","12/21/2014","U",7928,"2014"
"533566",40890,"O'Hare Airport","12/13/2012","W",9365,"2012"
"533604",40890,"O'Hare Airport","10/29/2017","U",9957,"2017"
"533681",40890,"O'Hare Airport","07/02/2012","W",10261,"2012"
"533750",40890,"O'Hare Airport","11/15/2001","W",7761,"2001"
"533853",40890,"O'Hare Airport","06/07/2017","W",11911,"2017"
"533917",40890,"O'Hare Airport","08/24/2013","A",8792,"2013"
"534162",40890,"O'Hare Airport","03/12/2016","A",9001,"2016"
"534239",40890,"O'Hare Airport","06/16/2002","U",7536,"2002"
"534284",40890,"O'Hare Airport","09/28/2013","A",7956,"2013"
"534603",40890,"O'Hare Airport","10/07/2014","W",9324,"2014"
"534673",40890,"O'Hare Airport","06/29/2007","W",11471,"2007"
"534818",40890,"O'Hare Airport","09/27/2005","W",9030,"2005"
"534897",40890,"O'Hare Airport","08/21/2001","W",9351,"2001"
"534954",40890,"O'Hare Airport","09/30/2007","U",8377,"2007"
"535072",40890,"O'Hare Airport","09/21/2003","U",7194,"2003"
"535093",40890,"O'Hare Airport","06/18/2001","W",10419,"2001"
"535116",40890,"O'Hare Airport","06/26/2002","W",8217,"2002"
"535194",40890,"O'Hare Airport","02/26/2002","W",6662,"2002"
"535293",40890,"O'Hare Airport","05/22/2008","W",10571,"2008"
"535819",40890,"O'Hare Airport","06/22/2011","W",10477,"2011"
"536530",40890,"O'Hare Airport","06/30/2009","W",8188,"2009"
"536737",40890,"O'Hare Airport","04/23/2002","W",7308,"2002"
"536845",40890,"O'Hare Airport","01/13/2005","W",7849,"2005"
"536893",40890,"O'Hare Airport","05/14/2003","W",7179,"2003"
"536930",40890,"O'Hare Airport","03/16/2012","W",12189,"2012"
"537117",40890,"O'Hare Airport","12/01/2016","W",10500,"2016"
"537309",40890,"O'Hare Airport","02/01/2008","W",8665,"2008"
"537435",40890,"O'Hare Airport","08/29/2003","W",10334,"2003"
"537525",40890,"O'Hare Airport","11/28/2001","W",6590,"2001"
"537554",40890,"O'Hare Airport","12/14/2008","U",6546,"2008"
"537699",40890,"O'Hare Airport","06/24/2002","W",9319,"2002"
"538073",40890,"O'Hare Airport","10/15/2008","W",8088,"2008"
"538156",40890,"O'Hare Airport","11/03/2010","W",8370,"2010"
"538167",40890,"O'Hare Airport","04/10/2013","W",8040,"2013"
"538172",40890,"O'Hare Airport","03/04/2008","W",7435,"2008"
"538268",40890,"O'Hare Airport","03/17/2002","U",1380,"2002"
"538307",40890,"O'Hare Airport","09/10/2009","W",9523,"2009"
"538376",40890,"O'Hare Airport","02/05/2012","U",7000,"2012"
"538521",40890,"O'Hare Airport","01/29/2006","U",6884,"2006"
"538685",40890,"O'Hare Airport","09/24/2002","W",8352,"2002"
"538708",40890,"O'Hare Airport","07/13/2016","W",10690,"2016"
"538712",40890,"O'Hare Airport","11/02/2014","U",9782,"2014"
"538751",40890,"O'Hare Airport","10/02/2013","W",9213,"2013"
"538811",40890,"O'Hare Airport","09/02/2002","U",5441,"2002"
"538850",40890,"O'Hare Airport","11/07/2011","W",9713,"2011"
"538987",40890,"O'Hare Airport","02/17/2009","W",7353,"2009"
"539124",40890,"O'Hare Airport","08/09/2006","W",9694,"2006"
"539656",40890,"O'Hare Airport","07/08/2017","A",9803,"2017"
"539664",40890,"O'Hare Airport","09/19/2014","W",12875,"2014"
"539734",40890,"O'Hare Airport","02/15/2012","W",7489,"2012"
"539913",40890,"O'Hare Airport","05/25/2003","U",6251,"2003"
"540059",40890,"O'Hare Airport","04/15/2009","W",7419,"2009"
"540144",40890,"O'Hare Airport","06/23/2011","W",10989,"2011"
"540224",40890,"O'Hare Airport","08/09/2009","U",9213,"2009"
"540249",40890,"O'Hare Airport","05/10/2012","W",10475,"2012"
"540268",40890,"O'Hare Airport","06/21/2001","W",10538,"2001"
"540350",40890,"O'Hare Airport","07/30/2003","W",8571,"2003"
"540499",40890,"O'Hare Airport","04/07/2016","W",11089,"2016"
"540536",40890,"O'Hare Airport","03/15/2002","W",22,"2002"
"540632",40890,"O'Hare Airport","02/20/2014","W",8364,"2014"
"540633",40890,"O'Hare Airport","09/01/2009","W",7893,"2009"
"540800",40890,"O'Hare Airport","11/20/2007","W",8391,"2007"
"540827",40890,"O'Hare Airport","08/25/2009","W",8160,"2009"
"540890",40890,"O'Hare Airport","09/09/2017","A",9857,"2017"
"541024",40890,"O'Hare Airport","08/01/2013","W",14256,"2013"
"541148",40890,"O'Hare Airport","03/26/2013","W",8392,"2013"
"541763",40890,"O'Hare Airport","03/31/2009","W",7488,"2009"
"541928",40890,"O'Hare Airport","11/18/2011","W",10954,"2011"
"542299",40890,"O'Hare Airport","04/05/2014","A",6868,"2014"
"542332",40890,"O'Hare Airport","10/27/2010","W",7997,"2010"
"542342",40890,"O'Hare Airport","10/06/2002","U",7731,"2002"
"542403",40890,"O'Hare Airport","12/19/2005","W",8634,"2005"
"542713",40890,"O'Hare Airport","08/24/2009","W",9328,"2009"
"542774",40890,"O'Hare Airport","03/12/2010","W",9180,"2010"
"542985",40890,"O'Hare Airport","06/16/2007","A",7677,"2007"
"543073",40890,"O'Hare Airport","05/03/2002","W",8793,"2002"
"543234",40890,"O'Hare Airport","10/08/2012","W",11188,"2012"
"543256",40890,"O'Hare Airport","08/23/2001","W",10327,"2001"
"543399",40890,"O'Hare Airport","01/20/2015","W",8778,"2015"
"543827",40890,"O'Hare Airport","06/08/2004","W",8616,"2004"
"544219",40890,"O'Hare Airport","04/19/2007","W",9960,"2007"
"544319",40890,"O'Hare Airport","11/06/2013","W",8725,"2013"
"544331",40890,"O'Hare Airport","01/19/2007","W",9733,"2007"
"544405",40890,"O'Hare Airport","07/12/2006","W",9351,"2006"
"544414",40890,"O'Hare Airport","02/06/2006","W",8604,"2006"
"544641",40890,"O'Hare Airport","10/30/2006","W",10155,"2006"
"544759",40890,"O'Hare Airport","02/06/2003","W",6959,"2003"
"544769",40890,"O'Hare Airport","08/25/2012","A",8785,"2012"
"545001",40890,"O'Hare Airport","11/17/2013","U",8519,"2013"
"545278",40890,"O'Hare Airport","01/04/2017","W",9640,"2017"
"545311",40890,"O'Hare Airport","02/16/2011","W",6965,"2011"
"545322",40890,"O'Hare Airport","09/20/2010","W",9905,"2010"
"545519",40890,"O'Hare Airport","11/01/2003","A",6047,"2003"
"545575",40890,"O'Hare Airport","03/11/2001","U",6605,"2001"
"545859",40890,"O'Hare Airport","03/30/2004","W",7674,"2004"
"545925",40890,"O'Hare Airport","04/06/2016","W",11228,"2016"
"545949",40890,"O'Hare Airport","11/27/2010","A",9531,"2010"
"546049",40890,"O'Hare Airport","06/25/2007","W",10177,"2007"
"546304",40890,"O'Hare Airport","04/02/2010","W",8506,"2010"
"546617",40890,"O'Hare Airport","11/12/2007","W",9379,"2007"
"546625",40890,"O'Hare Airport","04/02/2013","W",8733,"2013"
"546855",40890,"O'Hare Airport","05/10/2015","U",10056,"2015"
"546950",40890,"O'Hare Airport","11/29/2015","U",14586,"2015"
"547021",40890,"O'Hare Airport","05/03/2010","W",8915,"2010"
"547048",40890,"O'Hare Airport","08/09/2003","A",7308,"2003"
"547356",40890,"O'Hare Airport","09/07/2006","W",10455,"2006"
"547397",40890,"O'Hare Airport","11/15/2008","A",6259,"2008"
"547455",40890,"O'Hare Airport","06/17/2002","W",9271,"2002"
"547494",40890,"O'Hare Airport","12/23/2007","U",5924,"2007"
"547531",40890,"O'Hare Airport","01/13/2003","W",7495,"2003"
"548199",40890,"O'Hare Airport","11/17/2008","W",8749,"2008"
"548506",40890,"O'Hare Airport","02/25/2017","A",7383,"2017"
"548678",40890,"O'Hare Airport","12/26/2002","W",8445,"2002"
"549023",40890,"O'Hare Airport","01/04/2008","W",8043,"2008"
"549219",40890,"O'Hare Airport","02/20/2010","A",5602,"2010"
"549261",40890,"O'Hare Airport","03/04/2014","W",8321,"2014"
"549263",40890,"O'Hare Airport","12/27/2010","W",9910,"2010"
"549521",40890,"O'Hare Airport","04/04/2011","W",8910,"2011"
"549543",40890,"O'Hare Airport","01/21/2005","W",9283,"2005"
"549724",40890,"O'Hare Airport","06/04/2016","A",9680,"2016"
"550128",40890,"O'Hare Airport","09/20/2012","W",11377,"2012"
"550134",40890,"O'Hare Airport","08/28/2006","W",9364,"2006"
"550150",40890,"O'Hare Airport","03/03/2012","A",7030,"2012"
"550158",40890,"O'Hare Airport","05/15/2014","W",11624,"2014"
"550195",40890,"O'Hare Airport","10/04/2011","W",8832,"2011"
"550210",40890,"O'Hare Airport","07/04/2006","U",9011,"2006"
"550525",40890,"O'Hare Airport","08/23/2017","W",11513,"2017"
"550603",40890,"O'Hare Airport","10/24/2009","A",6931,"2009"
"551157",40890,"O'Hare Airport","03/29/2012","W",9525,"2012"
"551158",40890,"O'Hare Airport","04/20/2014","U",9172,"2014"
"551249",40890,"O'Hare Airport","03/23/2009","W",8586,"2009"
"551262",40890,"O'Hare Airport","08/27/2002","W",8105,"2002"
"551571",40890,"O'Hare Airport","08/29/2014","W",13975,"2014"
"551576",40890,"O'Hare Airport","06/12/2009","W",11858,"2009"
"551621",40890,"O'Hare Airport","11/18/2013","W",10428,"2013"
"551755",40890,"O'Hare Airport","07/27/2015","W",12839,"2015"
"551824",40890,"O'Hare Airport","07/11/2004","U",7867,"2004"
"551919",40890,"O'Hare Airport","05/29/2008","W",9664,"2008"
"552029",40890,"O'Hare Airport","04/04/2004","U",6726,"2004"
"552563",40890,"O'Hare Airport","01/03/2008","W",8385,"2008"
"552605",40890,"O'Hare Airport","11/14/2008","W",9862,"2008"
"552754",40890,"O'Hare Airport","09/01/2011","W",10830,"2011"
"552873",40890,"O'Hare Airport","06/12/2014","W",10346,"2014"
"552915",40890,"O'Hare Airport","07/30/2015","W",14980,"2015"
"552987",40890,"O'Hare Airport","06/17/2001","U",8253,"2001"
"553020",40890,"O'Hare Airport","08/28/2002","W",8227,"2002"
"553139",40890,"O'Hare Airport","02/19/2012","U",7310,"2012"
"553141",40890,"O'Hare Airport","01/08/2007","W",9028,"2007"
"553186",40890,"O'Hare Airport","04/28/2012","A",7780,"2012"
"553193",40890,"O'Hare Airport","04/06/2007","W",9313,"2007"
"553822",40890,"O'Hare Airport","07/06/2012","W",10367,"2012"
"553995",40890,"O'Hare Airport","03/17/2012","A",8390,"2012"
"554002",40890,"O'Hare Airport","06/28/2005","W",9571,"2005"
"554133",40890,"O'Hare Airport","05/11/2009","W",8656,"2009"
"554363",40890,"O'Hare Airport","03/17/2008","W",9343,"2008"
"554489",40890,"O'Hare Airport","05/11/2010","W",7711,"2010"
"554506",40890,"O'Hare Airport","11/27/2014","U",7081,"2014"
"554865",40890,"O'Hare Airport","02/28/2010","U",6643,"2010"
"554930",40890,"O'Hare Airport","05/23/2012","W",9844,"2012"
"554980",40890,"O'Hare Airport","03/01/2001","W",7803,"2001"
"555137",40890,"O'Hare Airport","09/20/2008","A",7371,"2008"
"555261",40890,"O'Hare Airport","11/08/2007","W",9609,"2007"
"555618",40890,"O'Hare Airport","02/22/2003","A",5098,"2003"
"556038",40890,"O'Hare Airport","06/27/2003","W",10090,"2003"
"556100",40890,"O'Hare Airport","09/27/2008","A",6900,"2008"
"556291",40890,"O'Hare Airport","11/30/2014","U",14002,"2014"
"556655",40890,"O'Hare Airport","11/27/2002","W",9884,"2002"
"556744",40890,"O'Hare Airport","10/27/2013","U",9240,"2013"
"557006",40890,"O'Hare Airport","06/11/2006","U",9255,"2006"
"557079",40890,"O'Hare Airport","03/10/2009","W",6848,"2009"
"557356",40890,"O'Hare Airport","04/18/2004","U",7336,"2004"
"557402",40890,"O'Hare Airport","04/15/2010","W",9086,"2010"
"557517",40890,"O'Hare Airport","11/06/2011","U",8889,"2011"
"557553",40890,"O'Hare Airport","03/14/2015","A",8731,"2015"
"557626",40890,"O'Hare Airport","01/23/2009","W",7773,"2009"
"557655",40890,"O'Hare Airport","09/21/2008","U",8209,"2008"
"557837",40890,"O'Hare Airport","11/20/2008","W",8319,"2008"
"558101",40890,"O'Hare Airport","03/24/2014","W",276,"2014"
"558382",40890,"O'Hare Airport","08/31/2001","W",11757,"2001"
"558518",40890,"O'Hare Airport","11/02/2002","A",6565,"2002"
"558765",40890,"O'Hare Airport","08/21/2007","W",9395,"2007"
"558829",40890,"O'Hare Airport","09/23/2014","W",9518,"2014"
"558948",40890,"O'Hare Airport","05/24/2014","A",9966,"2014"
"559155",40890,"O'Hare Airport","09/17/2014","W",10305,"2014"
"559201",40890,"O'Hare Airport","03/28/2013","W",9729,"2013"
"559335",40890,"O'Hare Airport","07/26/2017","W",11602,"2017"
"559763",40890,"O'Hare Airport","06/17/2016","W",14096,"2016"
"559861",40890,"O'Hare Airport","05/01/2007","W",8377,"2007"
"559878",40890,"O'Hare Airport","07/19/2012","W",11288,"2012"
"560053",40890,"O'Hare Airport","02/17/2016","W",8988,"2016"
"560663",40890,"O'Hare Airport","04/10/2012","W",8859,"2012"
"560669",40890,"O'Hare Airport","08/31/2011","W",9222,"2011"
"560798",40890,"O'Hare Airport","06/30/2012","A",9220,"2012"
"561233",40890,"O'Hare Airport","10/16/2001","W",6672,"2001"
"561250",40890,"O'Hare Airport","03/21/2014","W",10410,"2014"
"561260",40890,"O'Hare Airport","07/31/2013","W",10529,"2013"
"561357",40890,"O'Hare Airport","06/09/2011","W",9733,"2011"
"561393",40890,"O'Hare Airport","06/07/2004","W",9637,"2004"
"561900",40890,"O'Hare Airport","05/24/2004","W",9800,"2004"
"561974",40890,"O'Hare Airport","07/19/2010","W",9682,"2010"
"563006",40890,"O'Hare Airport","12/22/2006","W",9737,"2006"
"563021",40890,"O'Hare Airport","07/16/2001","W",10402,"2001"
"563164",40890,"O'Hare Airport","10/18/2005","W",8858,"2005"
"563219",40890,"O'Hare Airport","04/26/2009","U",7513,"2009"
"563370",40890,"O'Hare Airport","05/01/2008","W",9185,"2008"
"563421",40890,"O'Hare Airport","12/14/2003","U",6148,"2003"
"563634",40890,"O'Hare Airport","10/13/2010","W",8628,"2010"
"563704",40890,"O'Hare Airport","05/20/2002","W",9101,"2002"
"563707",40890,"O'Hare Airport","04/14/2013","U",8631,"2013"
"563849",40890,"O'Hare Airport","04/01/2001","U",6741,"2001"
"563909",40890,"O'Hare Airport","09/13/2010","W",9723,"2010"
"563955",40890,"O'Hare Airport","06/20/2004","U",8425,"2004"
"564209",40890,"O'Hare Airport","12/24/2012","W",6994,"2012"
"564480",40890,"O'Hare Airport","10/19/2016","W",10719,"2016"
"564513",40890,"O'Hare Airport","08/13/2009","W",10340,"2009"
"564609",40890,"O'Hare Airport","08/28/2012","W",9366,"2012"
"564794",40890,"O'Hare Airport","09/13/2017","W",11478,"2017"
"564827",40890,"O'Hare Airport","03/22/2008","A",7244,"2008"
"565128",40890,"O'Hare Airport","12/11/2003","W",7356,"2003"
"565379",40890,"O'Hare Airport","09/05/2012","W",9460,"2012"
"565531",40890,"O'Hare Airport","03/06/2001","W",7284,"2001"
"565946",40890,"O'Hare Airport","03/08/2002","W",8070,"2002"
"566034",40890,"O'Hare Airport","10/22/2003","W",7627,"2003"
"566126",40890,"O'Hare Airport","03/24/2003","W",8128,"2003"
"566553",40890,"O'Hare Airport","07/03/2016","U",9579,"2016"
"566572",40890,"O'Hare Airport","03/26/2003","W",7014,"2003"
"566607",40890,"O'Hare Airport","11/15/2002","W",9120,"2002"
"566699",40890,"O'Hare Airport","07/06/2003","U",7695,"2003"
"566810",40890,"O'Hare Airport","11/09/2015","W",12716,"2015"
"567153",40890,"O'Hare Airport","10/19/2005","W",9062,"2005"
"567272",40890,"O'Hare Airport","04/26/2016","W",10116,"2016"
"567478",40890,"O'Hare Airport","08/28/2010","A",7727,"2010"
"567500",40890,"O'Hare Airport","05/19/2008","W",10160,"2008"
"567681",40890,"O'Hare Airport","03/10/2008","W",8851,"2008"
"567741",40890,"O'Hare Airport","07/29/2015","W",13375,"2015"
"568112",40890,"O'Hare Airport","04/20/2008","U",7449,"2008"
"568242",40890,"O'Hare Airport","05/25/2008","U",7996,"2008"
"568497",40890,"O'Hare Airport","02/06/2005","U",6302,"2005"
"568553",40890,"O'Hare Airport","08/11/2014","W",10979,"2014"
"568571",40890,"O'Hare Airport","01/25/2014","A",6655,"2014"
"568579",40890,"O'Hare Airport","02/01/2016","W",9391,"2016"
"568855",40890,"O'Hare Airport","08/31/2004","W",8165,"2004"
"569611",40890,"O'Hare Airport","10/07/2002","W",8803,"2002"
"569624",40890,"O'Hare Airport","08/01/2007","W",10333,"2007"
"569774",40890,"O'Hare Airport","05/31/2004","U",10263,"2004"
"570139",40890,"O'Hare Airport","05/18/2004","W",8488,"2004"
"570892",40890,"O'Hare Airport","09/18/2013","W",9994,"2013"
"571088",40890,"O'Hare Airport","05/10/2017","W",10597,"2017"
"571123",40890,"O'Hare Airport","06/27/2011","W",11066,"2011"
"571580",40890,"O'Hare Airport","03/03/2015","W",8572,"2015"
"571622",40890,"O'Hare Airport","11/05/2002","W",7529,"2002"
"571852",40890,"O'Hare Airport","09/26/2014","W",10768,"2014"
"571894",40890,"O'Hare Airport","08/23/2009","U",8438,"2009"
"571973",40890,"O'Hare Airport","10/09/2001","W",6802,"2001"
"572022",40890,"O'Hare Airport","02/04/2016","W",9160,"2016"
"572073",40890,"O'Hare Airport","07/09/2006","U",8835,"2006"
"572864",40890,"O'Hare Airport","07/13/2015","W",11914,"2015"
"572950",40890,"O'Hare Airport","07/23/2010","W",10529,"2010"
"573065",40890,"O'Hare Airport","06/06/2010","U",8558,"2010"
"573086",40890,"O'Hare Airport","10/21/2015","W",12253,"2015"
